Id;OznKoord;NazKlase;Bio_1;Bio_2;Bio_3;Bio_4;Bio_5;Bio_6;Bio_7;Bio_8;Bio_9;Bio_10;Bio_11;Bio_12;Bio_13;Bio_14;Bio_15;Bio_16;Bio_17;Bio_18;Bio_19;EKSPOZICIJ;NDM__M_;NAGIB_TERE
10430;XY.124065;Fagus sylvatica L.;11;9,5;31;70,95;27;-2,7;29,7;6,7;2,9;19,9;1,6;1073;118;68;17;331;212;266;245;219;191;1
10431;XY.124068;Fagus sylvatica L.;11;9,5;31;70,95;27;-2,7;29,7;6,7;2,9;19,9;1,6;1073;118;68;17;331;212;266;245;219;191;1
10432;XY.124069;Fagus sylvatica L.;10,2;9,3;31;71,26;26,1;-3,3;29,4;5,9;2,1;19,2;0,8;1104;120;70;17;336;217;279;250;212;193;3
10433;XY.124070;Fagus sylvatica L.;10,2;9,3;31;71,26;26,1;-3,3;29,4;5,9;2,1;19,2;0,8;1104;120;70;17;336;217;279;250;212;193;3
10435;xy.94514;Fagus sylvatica L.;7,4;7,9;29;67,35;22,2;-4,7;26,9;3,7;-0,5;15,9;-1,3;1358;150;95;17;433;287;313;326;221;635;5
10436;xy.94621;Ambrosia artemisiifolia L.;10,8;9,5;31;74,31;26,8;-3,5;30,3;20,1;2,4;20,1;0,9;923;100;48;21;277;158;277;177;6;111;0
10437;xy.94689;Ambrosia artemisiifolia L.;10,7;9,6;31;74,19;26,7;-3,6;30,3;19,9;2,3;19,9;0,8;921;100;48;21;277;158;277;176;6;111;0
10438;xy.94701;Ambrosia artemisiifolia L.;10,8;9,5;31;74,41;26,8;-3,5;30,3;20,1;2,4;20,1;0,9;924;100;48;21;279;158;279;176;6;111;0
10439;xy.94703;Ambrosia artemisiifolia L.;10,8;9,5;31;74,41;26,8;-3,5;30,3;20,1;2,4;20,1;0,9;924;100;48;21;279;158;279;176;139;114;0
10440;xy.94729;Ambrosia artemisiifolia L.;10,8;9,5;31;74,41;26,8;-3,5;30,3;20,1;2,4;20,1;0,9;924;100;48;21;279;158;279;176;139;114;0
10441;xy.94780;Ambrosia artemisiifolia L.;10,7;9,5;31;74,69;26,7;-3,6;30,3;20;2,3;20;0,8;921;101;47;22;282;155;282;173;165;150;1
10442;xy.94805;Fagus sylvatica L.;10,7;9,5;31;74,69;26,7;-3,6;30,3;20;2,3;20;0,8;921;101;47;22;282;155;282;173;165;150;1
10443;xy.94832;Ambrosia artemisiifolia L.;11,1;9,4;31;74,76;27,4;-2,9;30,3;20,5;2,7;20,5;1,3;952;101;51;20;280;166;280;186;166;104;0
10444;xy.94836;Ambrosia artemisiifolia L.;11,1;9,4;30;74,77;27,4;-3,1;30,5;20,5;2,7;20,5;1,2;947;101;50;20;280;164;280;183;344;117;0
10445;xy.94842;Ambrosia artemisiifolia L.;11,1;9,4;30;74,83;27,4;-3,1;30,5;20,5;2,7;20,5;1,2;945;101;50;20;280;163;280;183;26;117;0
10446;xy.94873;Fagus sylvatica L.;10,8;9,4;30;74,85;26,9;-3,5;30,4;20,1;2,3;20,1;0,8;927;101;48;21;283;157;283;174;165;150;1
10447;xy.94876;Ambrosia artemisiifolia L.;11,1;9,4;30;74,83;27,4;-3,1;30,5;20,5;2,7;20,5;1,2;945;101;50;20;280;163;280;183;71;110;0
10448;xy.94877;Ambrosia artemisiifolia L.;11,1;9,4;30;74,77;27,4;-3,1;30,5;20,5;2,7;20,5;1,2;947;101;50;20;280;164;280;183;26;117;0
10449;xy.94939;Fagus sylvatica L.;7;8;29;67,84;22;-5,1;27,1;3,3;15,2;15,6;-1,9;1326;154;84;20;443;273;278;344;260;931;5
10450;xy.94942;Fagus sylvatica L.;6,9;8;29;67,87;21,9;-5,2;27,1;3,2;15;15,5;-2;1316;153;84;20;439;271;278;342;121;973;5
10451;xy.94946;Fagus sylvatica L.;7,9;8,4;30;68,44;23,1;-4,5;27,6;4;16;16,5;-1,2;1295;152;81;21;436;264;269;339;322;756;1
10452;xy.94949;Fagus sylvatica L.;7,9;8,4;30;68,44;23,1;-4,5;27,6;4;16;16,5;-1,2;1295;152;81;21;436;264;269;339;346;774;3
10453;xy.94953;Fagus sylvatica L.;8;8,5;30;68,44;23,3;-4,4;27,7;4,2;16,1;16,6;-1;1279;150;81;21;429;262;268;333;226;757;1
10454;xy.94957;Fagus sylvatica L.;6,4;7,8;29;67,12;21,2;-5,6;26,8;2,8;14,5;14,9;-2,4;1321;152;86;19;435;276;285;338;53;1104;5
10455;xy.94972;Fagus sylvatica L.;6,8;7,9;29;67,38;21,6;-5,3;26,9;3,1;14,8;15,3;-2;1326;153;85;20;439;276;283;341;285;1017;3
10456;xy.94987;Fagus sylvatica L.;7,3;8,2;30;67,9;22,4;-4,9;27,3;3,6;15,4;15,9;-1,6;1304;152;83;20;435;268;276;338;43;868;0
10457;XY.123766;Fagus sylvatica L.;11;9,5;32;71,15;26,9;-2,7;29,6;6,6;3;20;1,6;1079;119;69;17;334;215;266;248;352;193;1
10458;XY.123774;Fagus sylvatica L.;11;9,5;32;71,15;26,9;-2,7;29,6;6,6;3;20;1,6;1079;119;69;17;334;215;266;248;352;193;1
10459;XY.123775;Fagus sylvatica L.;11;9,5;31;70,95;27;-2,7;29,7;6,7;2,9;19,9;1,6;1073;118;68;17;331;212;266;245;219;191;1
10460;XY.123780;Fagus sylvatica L.;11;9,5;32;71,33;26,9;-2,7;29,6;6,7;2,9;19,9;1,6;1070;118;68;17;329;211;266;243;219;191;1
10461;XY.123787;Fagus sylvatica L.;11;9,5;32;71,33;26,9;-2,7;29,6;6,7;2,9;19,9;1,6;1070;118;68;17;329;211;266;243;341;168;0
10462;XY.123794;Fagus sylvatica L.;11;9,5;32;71,33;26,9;-2,7;29,6;6,7;2,9;19,9;1,6;1070;118;68;17;329;211;266;243;219;191;1
10463;XY.123795;Fagus sylvatica L.;10,8;9,5;32;71,04;26,7;-2,8;29,5;6,5;2,7;19,8;1,4;1078;118;68;17;331;212;269;245;298;173;0
10464;XY.123806;Fagus sylvatica L.;10,8;9,4;31;71,29;26,7;-2,9;29,6;6,5;2,7;19,7;1,3;1079;118;68;17;331;212;270;245;211;272;4
10465;XY.123812;Fagus sylvatica L.;11;9,2;31;70,43;26,8;-2,3;29,1;6,9;3;19,9;1,8;1167;128;75;18;367;232;283;268;324;274;0
10466;XY.123813;Fagus sylvatica L.;11;9,2;31;70,43;26,8;-2,3;29,1;6,9;3;19,9;1,8;1167;128;75;18;367;232;283;268;324;274;0
10467;XY.123821;Fagus sylvatica L.;10,9;9,2;31;70,56;26,7;-2,4;29,1;6,7;2,9;19,9;1,7;1164;127;74;18;364;229;286;265;124;255;0
10468;XY.123847;Fagus sylvatica L.;10,9;9,2;31;70,95;26,8;-2,5;29,3;6,7;2,8;19,9;1,7;1158;126;73;18;361;227;286;262;129;270;0
10469;XY.123896;Fagus sylvatica L.;10,8;9,4;31;70,97;26,7;-2,7;29,4;6,6;2,8;19,8;1,5;1094;120;70;17;338;218;270;251;21;177;0
10470;XY.123914;Fagus sylvatica L.;11;9,5;32;71,15;26,9;-2,7;29,6;6,6;3;20;1,6;1079;119;69;17;334;215;266;248;25;204;1
10471;XY.123939;Fagus sylvatica L.;10,2;9,3;31;71,26;26,1;-3,3;29,4;5,9;2,1;19,2;0,8;1104;120;70;17;336;217;279;250;211;272;4
10472;XY.123940;Fagus sylvatica L.;10,8;9,4;31;71,29;26,7;-2,9;29,6;6,5;2,7;19,7;1,3;1079;118;68;17;331;212;270;245;211;272;4
10473;XY.123949;Fagus sylvatica L.;11;9,5;32;71,33;26,9;-2,7;29,6;6,7;2,9;19,9;1,6;1070;118;68;17;329;211;266;243;209;185;3
10474;XY.123994;Fagus sylvatica L.;10,9;9,4;32;69,86;26,7;-2,4;29,1;6,6;6,3;19,7;1,7;1139;130;76;19;367;235;262;273;321;275;1
10475;XY.123995;Fagus sylvatica L.;10,9;9,4;32;69,86;26,7;-2,4;29,1;6,6;6,3;19,7;1,7;1139;130;76;19;367;235;262;273;265;300;0
10476;XY.123997;Fagus sylvatica L.;10,9;9,4;32;69,86;26,7;-2,4;29,1;6,6;6,3;19,7;1,7;1139;130;76;19;367;235;262;273;321;275;1
10477;XY.123998;Fagus sylvatica L.;10,9;9,4;32;69,86;26,7;-2,4;29,1;6,6;6,3;19,7;1,7;1139;130;76;19;367;235;262;273;321;275;1
10478;XY.123999;Fagus sylvatica L.;10,9;9,4;32;70,08;26,7;-2,5;29,2;6,7;6,2;19,7;1,6;1134;129;75;19;365;233;262;272;265;300;0
10479;XY.124000;Fagus sylvatica L.;11;9,4;32;69,77;26,8;-2,3;29,1;6,9;6,4;19,8;1,8;1123;128;74;19;360;230;261;268;306;249;1
10480;XY.124003;Fagus sylvatica L.;11,3;9,5;32;69,42;27,1;-2,1;29,2;7,2;6,7;20,1;2,1;1117;128;74;19;362;229;255;270;120;237;2
10481;XY.124004;Fagus sylvatica L.;11,1;9,5;32;69,91;26,9;-2,3;29,2;6,9;6,5;19,9;1,9;1123;128;74;19;360;230;261;268;80;233;2
10482;XY.124015;Fagus sylvatica L.;10,9;9,4;32;69,94;26,7;-2,4;29,1;6,7;3;19,7;1,7;1121;127;74;18;357;229;264;265;174;188;0
10483;XY.124018;Fagus sylvatica L.;10,9;9,4;32;69,77;26,7;-2,5;29,2;6,7;6,3;19,7;1,7;1122;128;74;18;360;230;261;268;353;232;0
10484;XY.124021;Fagus sylvatica L.;10,8;9,4;31;71,02;26,7;-2,7;29,4;6,6;2,7;19,8;1,5;1098;120;70;17;339;218;272;251;80;230;0
10485;XY.124026;Fagus sylvatica L.;10,8;9,4;31;71,02;26,7;-2,7;29,4;6,6;2,7;19,8;1,5;1098;120;70;17;339;218;272;251;80;230;0
10486;XY.124027;Fagus sylvatica L.;10,8;9,5;32;69,92;26,7;-2,5;29,2;6,6;2,9;19,6;1,6;1118;126;74;18;355;229;264;265;235;167;1
10487;XY.124031;Fagus sylvatica L.;11;9,5;32;69,99;26,9;-2,4;29,3;6,8;6,4;19,8;1,8;1109;126;73;18;353;227;261;264;338;190;0
10488;xy.94635;Ambrosia artemisiifolia L.;10,7;9,6;31;74,19;26,7;-3,6;30,3;19,9;2,3;19,9;0,8;921;100;48;21;277;158;277;176;6;111;0
10489;xy.94636;Ambrosia artemisiifolia L.;10,7;9,6;31;74,19;26,7;-3,6;30,3;19,9;2,3;19,9;0,8;921;100;48;21;277;158;277;176;6;111;0
10490;xy.94637;Ambrosia artemisiifolia L.;10,7;9,6;31;74,19;26,7;-3,6;30,3;19,9;2,3;19,9;0,8;921;100;48;21;277;158;277;176;6;111;0
10491;xy.94642;Ambrosia artemisiifolia L.;10,8;9,5;31;74,31;26,8;-3,5;30,3;20,1;2,4;20,1;0,9;923;100;48;21;277;158;277;177;6;111;0
10492;xy.94646;Fagus sylvatica L.;4,5;6,7;26;63,99;18,3;-6,6;24,9;1,3;12,4;12,7;-3,6;1271;145;85;18;410;271;282;320;245;857;11
10493;xy.94647;Fagus sylvatica L.;4,5;6,7;26;63,99;18,3;-6,6;24,9;1,3;12,4;12,7;-3,6;1271;145;85;18;410;271;282;320;217;1248;19
10494;xy.94687;Ambrosia artemisiifolia L.;10,8;9,5;31;74,31;26,8;-3,5;30,3;20,1;2,4;20,1;0,9;923;100;48;21;277;158;277;177;6;111;0
10495;xy.94709;Ambrosia artemisiifolia L.;10,8;9,5;31;74,41;26,8;-3,5;30,3;20,1;2,4;20,1;0,9;924;100;48;21;279;158;279;176;6;111;0
10496;xy.94715;Ambrosia artemisiifolia L.;10,8;9,5;31;74,41;26,8;-3,5;30,3;20,1;2,4;20,1;0,9;924;100;48;21;279;158;279;176;23;106;0
10497;XY.124230;Fagus sylvatica L.;10,9;9,2;31;70,76;26,7;-2,5;29,2;6,7;2,8;19,8;1,6;1159;126;73;18;361;227;287;262;150;248;3
10498;XY.124265;Fagus sylvatica L.;10,6;9,3;32;69,12;26,3;-2,5;28,8;6,5;6;19,3;1,5;1179;136;80;20;387;247;262;290;300;306;1
10499;XY.124274;Fagus sylvatica L.;9,7;9;31;68,62;25,2;-3,2;28,4;5,7;17,8;18,3;0,6;1230;143;81;20;408;264;266;310;29;391;2
10500;XY.124310;Fagus sylvatica L.;11,1;9,3;31;70,34;26,9;-2,3;29,2;6,9;3;19,9;1,9;1157;127;74;18;362;229;283;264;96;212;0
10501;XY.124312;Fagus sylvatica L.;11,2;9,3;31;70,57;27;-2,2;29,2;7;3,2;20,1;2;1149;126;73;18;359;226;282;261;88;220;1
10502;XY.124349;Fagus sylvatica L.;10,8;9,3;32;68,87;26,4;-2,3;28,7;6,7;6,1;19,4;1,7;1178;137;79;20;389;247;259;292;259;253;0
10503;XY.124357;Fagus sylvatica L.;10,6;9,3;32;68,64;26,2;-2,4;28,6;6,5;5,9;19,2;1,5;1195;140;79;20;398;253;258;300;288;364;0
10504;XY.124361;Fagus sylvatica L.;10,8;9,3;32;68,96;26,4;-2,4;28,8;6,7;6,1;19,5;1,7;1175;136;79;20;387;246;259;290;124;267;0
10505;XY.124391;Fagus sylvatica L.;10,6;9,3;32;68,78;26,3;-2,4;28,7;6,5;6;19,3;1,6;1186;139;78;21;395;250;257;297;288;364;0
10506;XY.124398;Fagus sylvatica L.;10,6;9,3;32;69,12;26,3;-2,5;28,8;6,5;6;19,3;1,5;1179;136;80;20;387;247;262;290;352;285;0
10507;XY.124405;Fagus sylvatica L.;10,6;9,3;32;69,12;26,3;-2,5;28,8;6,5;6;19,3;1,5;1179;136;80;20;387;247;262;290;352;285;0
10508;XY.124411;Fagus sylvatica L.;9,7;9;31;68,62;25,2;-3,2;28,4;5,7;17,8;18,3;0,6;1230;143;81;20;408;264;266;310;29;391;2
10509;XY.124438;Fagus sylvatica L.;10;9,1;31;68,55;25,6;-2,9;28,5;6;5,3;18,6;1;1214;141;81;20;402;259;265;304;96;422;3
10510;XY.124449;Fagus sylvatica L.;10,5;9,3;32;68,79;26,2;-2,5;28,7;6,5;5,9;19,2;1,5;1191;139;78;20;396;253;257;300;27;336;4
10511;XY.124454;Fagus sylvatica L.;10,5;9,3;32;68,64;26,1;-2,5;28,6;6,4;5,8;19,1;1,4;1187;139;78;20;394;253;257;298;122;249;1
10512;XY.124599;Fagus sylvatica L.;10,9;9,2;31;70,95;26,8;-2,5;29,3;6,7;2,8;19,9;1,7;1158;126;73;18;361;227;286;262;100;188;1
10513;XY.124612;Fagus sylvatica L.;10,9;9,2;31;70,95;26,8;-2,5;29,3;6,7;2,8;19,9;1,7;1158;126;73;18;361;227;286;262;100;188;1
10514;XY.124615;Fagus sylvatica L.;11;9,2;31;70,89;26,9;-2,4;29,3;6,8;2,9;20;1,8;1146;125;72;18;356;224;285;258;100;188;1
10515;XY.124617;Fagus sylvatica L.;11;9,2;31;70,89;26,9;-2,4;29,3;6,8;2,9;20;1,8;1146;125;72;18;356;224;285;258;138;197;3
10516;XY.124646;Fagus sylvatica L.;10,8;9,1;31;70,36;26,6;-2,4;29;6,7;2,7;19,7;1,6;1188;131;77;18;375;238;286;275;138;235;2
10517;XY.124649;Fagus sylvatica L.;10,7;9,1;31;70,42;26,5;-2,6;29,1;6,6;2,6;19,6;1,5;1191;131;77;18;375;238;288;275;118;254;4
10518;XY.124653;Fagus sylvatica L.;10,7;9,1;31;70,42;26,5;-2,6;29,1;6,6;2,6;19,6;1,5;1191;131;77;18;375;238;288;275;118;254;4
10519;XY.124698;Fagus sylvatica L.;10,6;9,1;31;70,29;26,4;-2,6;29;6,5;2,5;19,5;1,4;1192;131;77;18;375;238;289;275;171;205;0
10520;XY.124699;Fagus sylvatica L.;10,6;9,1;31;70,29;26,4;-2,6;29;6,5;2,5;19,5;1,4;1192;131;77;18;375;238;289;275;171;205;0
10521;XY.124703;Fagus sylvatica L.;11,2;9,3;31;70,44;27;-2,1;29,1;7;3,1;20,1;2;1160;127;74;18;364;229;283;265;236;196;1
10522;XY.124719;Fagus sylvatica L.;11,3;9,3;31;70,6;27;-2,1;29,1;7,1;3,2;20,2;2;1159;128;74;18;365;230;281;266;348;212;0
10523;XY.124760;Fagus sylvatica L.;11,2;9,3;31;70,57;27;-2,2;29,2;7;3,2;20,1;2;1149;126;73;18;359;226;282;261;102;196;0
10524;XY.124763;Fagus sylvatica L.;10,9;9,2;31;70,95;26,8;-2,5;29,3;6,7;2,8;19,9;1,7;1158;126;73;18;361;227;286;262;100;188;1
10525;xy.94769;Fagus sylvatica L.;6;7,6;28;66,98;20,6;-5,9;26,5;2,4;14;14,5;-2,8;1327;151;88;18;432;282;292;335;244;951;4
10526;xy.94771;Ambrosia artemisiifolia L.;10,7;9,4;31;74,54;26,7;-3,6;30,3;20;2,3;20;0,8;924;101;47;21;283;156;283;173;139;178;1
10527;xy.94830;Ambrosia artemisiifolia L.;11,1;9,4;30;74,77;27,4;-3;30,4;20,5;2,7;20,5;1,3;951;101;50;20;280;165;280;185;166;104;0
10528;xy.94835;Ambrosia artemisiifolia L.;11,1;9,4;31;74,76;27,4;-2,9;30,3;20,5;2,7;20,5;1,3;952;101;51;20;280;166;280;186;138;120;0
10529;xy.94839;Ambrosia artemisiifolia L.;11,1;9,4;30;74,83;27,4;-3,1;30,5;20,5;2,7;20,5;1,2;945;101;50;20;280;163;280;183;71;110;0
10530;xy.94840;Ambrosia artemisiifolia L.;11,1;9,4;30;74,83;27,4;-3,1;30,5;20,5;2,7;20,5;1,2;945;101;50;20;280;163;280;183;26;117;0
10531;xy.94875;Fagus sylvatica L.;10,8;9,4;30;74,85;26,9;-3,5;30,4;20,1;2,3;20,1;0,8;927;101;48;21;283;157;283;174;165;150;1
10532;xy.94928;Fagus sylvatica L.;7,1;8;29;67,96;22,1;-5;27,1;3,5;15,2;15,7;-1,8;1326;155;83;21;445;270;276;346;221;881;5
10533;XY.127288;Fraxinus ornus L.;10,1;7,1;28;63,75;24;-1,1;25,1;11;2,7;18,4;2,2;1305;145;87;17;409;269;303;300;9;663;6
10534;XY.127289;Fraxinus ornus L.;9,2;7,1;28;63,7;23;-2;25;10,1;1,8;17,4;1,2;1309;145;87;17;408;267;310;295;11;967;7
10535;XY.127297;Fraxinus ornus L.;9,7;7,1;28;63,82;23,6;-1,6;25,2;10,6;2,3;18;1,7;1309;145;87;17;409;268;307;298;23;760;9
10536;XY.127327;Fraxinus ornus L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;52;847;9
10537;XY.127335;Fraxinus ornus L.;10,4;7,1;28;63,67;24,3;-0,8;25,1;11,3;3;18,7;2,5;1303;145;87;17;410;269;301;300;357;630;1
10538;XY.127336;Fraxinus ornus L.;10;7,2;28;63,96;23,9;-1,3;25,2;10,8;2,5;18,2;2;1314;145;87;17;411;268;309;299;318;682;0
10539;XY.123898;Quercus petraea (Mattuschka) Liebl.;11;9,5;32;71,17;26,9;-2,7;29,6;6,7;2,9;19,9;1,6;1074;118;68;17;331;212;267;245;181;150;1
10540;XY.123905;Quercus petraea (Mattuschka) Liebl.;10,7;9,4;31;71,36;26,6;-2,9;29,5;6,4;2,6;19,6;1,3;1089;119;69;17;334;215;272;248;229;235;3
10541;XY.123908;Quercus petraea (Mattuschka) Liebl.;11;9,5;32;71,15;26,9;-2,7;29,6;6,6;3;20;1,6;1079;119;69;17;334;215;266;248;25;204;1
10542;XY.123912;Quercus petraea (Mattuschka) Liebl.;10,9;9,5;32;71,1;26,8;-2,7;29,5;6,6;2,8;19,8;1,5;1077;118;68;17;331;212;269;245;211;188;2
10543;XY.123923;Quercus petraea (Mattuschka) Liebl.;10,2;9,3;31;71,26;26,1;-3,3;29,4;5,9;2,1;19,2;0,8;1104;120;70;17;336;217;279;250;212;193;3
10544;XY.126769;Fraxinus ornus L.;13,4;6,8;27;62,92;26,9;2,5;24,4;14,3;6,1;21,6;5,7;1189;137;75;19;381;254;258;286;261;238;1
10545;XY.126772;Fraxinus ornus L.;9,8;7,1;28;63,74;23,6;-1,5;25,1;10,6;2,4;18,1;1,8;1300;144;86;17;406;264;308;293;46;658;7
10546;XY.126773;Fraxinus ornus L.;11,9;6,9;27;63,28;25,5;0,8;24,7;12,7;4,5;20,1;4;1252;142;83;18;398;263;280;295;235;433;7
10547;XY.126806;Fraxinus ornus L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;52;847;9
10548;XY.126825;Fraxinus ornus L.;13,1;6,8;27;63;26,5;2,1;24,4;13,9;5,7;21,2;5,3;1209;138;77;19;386;258;264;291;261;238;1
10550;XY.126861;Fraxinus ornus L.;10,1;7,1;28;63,9;24;-1,2;25,2;10,9;2,7;18,4;2,1;1306;144;87;17;408;268;307;298;168;634;1
10551;XY.126920;Fraxinus ornus L.;10,6;7,1;28;63,78;24,5;-0,6;25,1;11,5;3,2;18,9;2,7;1301;145;87;17;409;269;300;300;168;634;1
10552;XY.126922;Fraxinus ornus L.;10,5;6,9;27;63,14;24,1;-0,6;24,7;11,4;3,1;18,7;2,6;1275;143;85;17;400;263;296;292;227;612;5
10553;XY.126948;Fraxinus ornus L.;12,5;6,8;27;63,32;26;1,4;24,6;13,3;5,1;20,7;4,6;1231;140;80;18;392;261;272;293;261;238;1
10554;XY.126985;Fraxinus ornus L.;10,3;6,9;27;63,42;24;-0,8;24,8;11,2;2,9;18,5;2,4;1281;143;86;17;402;265;296;294;212;492;7
10555;XY.126996;Fraxinus ornus L.;12,2;6,8;27;63,24;25,8;1,1;24,7;13;4,8;20,4;4,3;1243;142;81;18;396;264;274;296;229;399;2
10556;XY.127048;Fraxinus ornus L.;13,1;6,7;27;62,85;26,5;2,3;24,2;14;5,8;21,3;5,4;1180;135;75;18;376;252;259;282;332;253;2
10557;XY.127050;Fraxinus ornus L.;13,1;6,7;27;63,03;26,6;2,2;24,4;13,9;5,8;21,3;5,3;1191;137;76;19;381;253;261;284;332;253;2
10558;XY.127062;Fraxinus ornus L.;9,7;7,1;28;63,71;23,4;-1,6;25;10,6;2,2;17,9;1,7;1302;144;86;17;407;265;308;293;52;847;9
10559;XY.127063;Fraxinus ornus L.;11,5;6,9;27;63,5;25,1;0,4;24,7;12,4;4,1;19,7;3,6;1263;143;84;18;400;266;282;298;212;492;7
10560;XY.127096;Fraxinus ornus L.;9,2;7,2;28;63,88;23,1;-2,1;25,2;10;1,8;17,5;1,2;1319;145;87;17;410;268;315;297;254;729;3
10561;XY.127097;Fraxinus ornus L.;10,2;7,2;28;63,8;24,1;-1;25,1;11,1;2,8;18,5;2,3;1314;146;88;17;413;272;303;304;206;644;2
10562;XY.127133;Fraxinus ornus L.;10,3;7,1;28;63,73;24,2;-0,9;25,1;11,1;2,9;18,6;2,4;1311;146;88;17;412;272;301;304;27;670;8
10563;XY.127148;Fraxinus ornus L.;10,3;7,1;28;63,73;24,2;-0,9;25,1;11,1;2,9;18,6;2,4;1311;146;88;17;412;272;301;304;27;670;8
10564;XY.127155;Fraxinus ornus L.;9,5;7,2;28;64,04;23,5;-1,8;25,3;10,3;2,1;17,8;1,5;1323;146;88;17;414;270;311;301;120;728;1
10565;XY.127180;Fraxinus ornus L.;10,3;7,1;28;63,88;24,2;-1;25,2;11,2;2,9;18,6;2,3;1306;145;87;17;410;269;303;300;218;696;2
10566;XY.127186;Fraxinus ornus L.;9,8;7,1;28;63,91;23,7;-1,4;25,1;10,6;2,4;18,1;1,9;1312;146;88;17;411;271;306;301;27;670;8
10567;XY.127215;Fraxinus ornus L.;10,3;7,1;28;63,88;24,2;-1;25,2;11,2;2,9;18,6;2,3;1306;145;87;17;410;269;303;300;218;696;2
10568;XY.127221;Fraxinus ornus L.;10,3;7,1;28;63,73;24,2;-0,9;25,1;11,1;2,9;18,6;2,4;1311;146;88;17;412;272;301;304;27;670;8
10569;XY.127226;Fraxinus ornus L.;10,3;7,1;28;63,88;24,2;-1;25,2;11,2;2,9;18,6;2,3;1306;145;87;17;410;269;303;300;198;651;2
10570;XY.127233;Fraxinus ornus L.;10,3;7,1;28;63,73;24,2;-0,9;25,1;11,1;2,9;18,6;2,4;1311;146;88;17;412;272;301;304;27;670;8
10571;XY.127234;Fraxinus ornus L.;9,7;7,1;28;63,87;23,6;-1,6;25,2;10,5;2,3;18;1,7;1309;145;87;17;409;267;309;296;218;696;2
10572;XY.127245;Fraxinus ornus L.;13,1;6,7;27;63,03;26,6;2,2;24,4;13,9;5,8;21,3;5,3;1191;137;76;19;381;253;261;284;332;253;2
10573;XY.127248;Fraxinus ornus L.;9,7;7,1;28;63,82;23,6;-1,6;25,2;10,6;2,3;18;1,7;1309;145;87;17;409;268;307;298;25;679;4
10574;XY.127254;Fraxinus ornus L.;10,3;7,2;28;63,85;24,2;-1;25,2;11,1;2,9;18,6;2,3;1310;146;87;17;412;269;304;301;238;680;0
10575;XY.127264;Fraxinus ornus L.;9,2;7,2;28;63,88;23,1;-2,1;25,2;10;1,8;17,5;1,2;1319;145;87;17;410;268;315;297;254;729;3
10576;xy.94935;Fagus sylvatica L.;7;8;29;67,82;22;-5,1;27,1;3,4;15,1;15,6;-1,9;1324;154;84;20;442;272;278;344;258;913;5
10577;xy.94940;Fagus sylvatica L.;6,9;8;29;67,87;21,9;-5,2;27,1;3,2;15;15,5;-2;1316;153;84;20;439;271;278;342;121;973;5
10578;xy.94973;Fagus sylvatica L.;7,5;8,2;29;67,94;22,6;-4,8;27,4;3,7;15,6;16,1;-1,4;1324;155;83;21;445;271;275;345;324;841;3
10579;xy.94978;Fagus sylvatica L.;7,7;8,4;30;68,59;22,9;-4,7;27,6;3,9;15,9;16,4;-1,3;1289;151;81;21;432;263;270;336;146;801;2
10580;xy.94980;Fagus sylvatica L.;7,7;8,4;30;68,59;22,9;-4,7;27,6;3,9;15,9;16,4;-1,3;1289;151;81;21;432;263;270;336;146;801;2
10581;xy.94990;Fagus sylvatica L.;7,1;8,1;29;67,82;22,1;-5,1;27,2;3,3;15,2;15,7;-1,8;1303;152;83;20;434;268;276;338;43;868;0
10582;XY.126332;Fagus sylvatica L.;8,6;7;27;63,62;22,4;-2,7;25,1;9,4;1,2;16,8;0,6;1309;144;86;16;405;264;317;290;6;878;8
10583;XY.126350;Fagus sylvatica L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;46;658;7
10584;XY.126369;Fagus sylvatica L.;10,5;7,1;28;63,78;24,4;-0,7;25,1;11,4;3,1;18,8;2,6;1299;144;87;17;408;268;301;299;46;658;7
10585;XY.126377;Fagus sylvatica L.;9,4;7;28;63,6;23,1;-1,9;25;10,3;1,9;17,6;1,4;1304;144;86;17;406;265;310;293;46;690;7
10586;XY.126382;Fagus sylvatica L.;9,7;7,1;28;63,82;23,6;-1,6;25,2;10,6;2,3;18;1,7;1309;145;87;17;409;268;307;298;6;878;8
10587;XY.126394;Fagus sylvatica L.;10,3;7,2;28;63,85;24,2;-1;25,2;11,1;2,9;18,6;2,3;1310;146;87;17;412;269;304;301;348;653;1
10588;XY.113422;Fagus sylvatica L.;10,1;9;31;70,17;25,8;-3;28,8;6;2,1;19;1;1224;134;79;18;383;243;299;280;266;424;4
10589;XY.113453;Fagus sylvatica L.;8,5;7;28;63,24;22,2;-2,7;24,9;9,4;1,1;16,7;0,6;1303;143;86;16;404;263;314;289;254;913;10
10590;XY.113454;Fagus sylvatica L.;8,5;7;28;63,24;22,2;-2,7;24,9;9,4;1,1;16,7;0,6;1303;143;86;16;404;263;314;289;260;884;10
10591;XY.113455;Fagus sylvatica L.;8,5;7;28;63,24;22,2;-2,7;24,9;9,4;1,1;16,7;0,6;1303;143;86;16;404;263;314;289;262;948;2
